application_id,patent_id,filing_date,assignee_id,comn,assignee_type,f_year,temp
14962323,10000001,2015-12-08,c3c60c29-a35e-4ab4-b0dc-ba4b8aa6be6c,LS MTRON LTD.,3,2015,17
15107519,10000002,2014-12-30,328ad410-3fe2-4111-a37f-3fe426109efa,"Kolon Industries, Inc.",3,2014,18
15107519,10000002,2014-12-30,328ad410-3fe2-4111-a37f-3fe426109efa,"Kolon Industries, Inc.",3,2014,19
15107519,10000002,2014-12-30,328ad410-3fe2-4111-a37f-3fe426109efa,"Kolon Industries, Inc.",3,2014,20
15107519,10000002,2014-12-30,328ad410-3fe2-4111-a37f-3fe426109efa,"Kolon Industries, Inc.",3,2014,21
15107519,10000002,2014-12-30,328ad410-3fe2-4111-a37f-3fe426109efa,"Kolon Industries, Inc.",3,2014,22
15107519,10000002,2014-12-30,328ad410-3fe2-4111-a37f-3fe426109efa,"Kolon Industries, Inc.",3,2014,23
15107519,10000002,2014-12-30,328ad410-3fe2-4111-a37f-3fe426109efa,"Kolon Industries, Inc.",3,2014,24
15107519,10000002,2014-12-30,328ad410-3fe2-4111-a37f-3fe426109efa,"Kolon Industries, Inc.",3,2014,25
15107519,10000002,2014-12-30,328ad410-3fe2-4111-a37f-3fe426109efa,"Kolon Industries, Inc.",3,2014,26
15107519,10000002,2014-12-30,328ad410-3fe2-4111-a37f-3fe426109efa,"Kolon Industries, Inc.",3,2014,27
15107519,10000002,2014-12-30,328ad410-3fe2-4111-a37f-3fe426109efa,"Kolon Industries, Inc.",3,2014,28
15107519,10000002,2014-12-30,328ad410-3fe2-4111-a37f-3fe426109efa,"Kolon Industries, Inc.",3,2014,29
15107519,10000002,2014-12-30,328ad410-3fe2-4111-a37f-3fe426109efa,"Kolon Industries, Inc.",3,2014,30
15107519,10000002,2014-12-30,328ad410-3fe2-4111-a37f-3fe426109efa,"Kolon Industries, Inc.",3,2014,31
15107519,10000002,2014-12-30,328ad410-3fe2-4111-a37f-3fe426109efa,"Kolon Industries, Inc.",3,2014,32
15107519,10000002,2014-12-30,328ad410-3fe2-4111-a37f-3fe426109efa,"Kolon Industries, Inc.",3,2014,33
15107519,10000002,2014-12-30,328ad410-3fe2-4111-a37f-3fe426109efa,"Kolon Industries, Inc.",3,2014,34
15107519,10000002,2014-12-30,328ad410-3fe2-4111-a37f-3fe426109efa,"Kolon Industries, Inc.",3,2014,35
15107519,10000002,2014-12-30,328ad410-3fe2-4111-a37f-3fe426109efa,"Kolon Industries, Inc.",3,2014,36
15107519,10000002,2014-12-30,328ad410-3fe2-4111-a37f-3fe426109efa,"Kolon Industries, Inc.",3,2014,37
15107519,10000002,2014-12-30,328ad410-3fe2-4111-a37f-3fe426109efa,"Kolon Industries, Inc.",3,2014,38
15107519,10000002,2014-12-30,328ad410-3fe2-4111-a37f-3fe426109efa,"Kolon Industries, Inc.",3,2014,39
15107519,10000002,2014-12-30,328ad410-3fe2-4111-a37f-3fe426109efa,"Kolon Industries, Inc.",3,2014,40
15107519,10000002,2014-12-30,328ad410-3fe2-4111-a37f-3fe426109efa,"Kolon Industries, Inc.",3,2014,41
15107519,10000002,2014-12-30,328ad410-3fe2-4111-a37f-3fe426109efa,"Kolon Industries, Inc.",3,2014,42
15107519,10000002,2014-12-30,328ad410-3fe2-4111-a37f-3fe426109efa,"Kolon Industries, Inc.",3,2014,43
15107519,10000002,2014-12-30,328ad410-3fe2-4111-a37f-3fe426109efa,"Kolon Industries, Inc.",3,2014,44
15107519,10000002,2014-12-30,328ad410-3fe2-4111-a37f-3fe426109efa,"Kolon Industries, Inc.",3,2014,45
15107519,10000002,2014-12-30,328ad410-3fe2-4111-a37f-3fe426109efa,"Kolon Industries, Inc.",3,2014,46
15107519,10000002,2014-12-30,328ad410-3fe2-4111-a37f-3fe426109efa,"Kolon Industries, Inc.",3,2014,47
15107519,10000002,2014-12-30,328ad410-3fe2-4111-a37f-3fe426109efa,"Kolon Industries, Inc.",3,2014,48
15107519,10000002,2014-12-30,328ad410-3fe2-4111-a37f-3fe426109efa,"Kolon Industries, Inc.",3,2014,49
15107519,10000002,2014-12-30,328ad410-3fe2-4111-a37f-3fe426109efa,"Kolon Industries, Inc.",3,2014,50
15107519,10000002,2014-12-30,328ad410-3fe2-4111-a37f-3fe426109efa,"Kolon Industries, Inc.",3,2014,51
15107519,10000002,2014-12-30,328ad410-3fe2-4111-a37f-3fe426109efa,"Kolon Industries, Inc.",3,2014,52
15107519,10000002,2014-12-30,328ad410-3fe2-4111-a37f-3fe426109efa,"Kolon Industries, Inc.",3,2014,53
15107519,10000002,2014-12-30,328ad410-3fe2-4111-a37f-3fe426109efa,"Kolon Industries, Inc.",3,2014,54
15107519,10000002,2014-12-30,328ad410-3fe2-4111-a37f-3fe426109efa,"Kolon Industries, Inc.",3,2014,55
15107519,10000002,2014-12-30,328ad410-3fe2-4111-a37f-3fe426109efa,"Kolon Industries, Inc.",3,2014,56
14437961,10000003,2013-03-12,a4db7043-92e2-44fa-abd6-ce71d46b7c4f,KAUTEX TEXTRON GmbH & Co. KG,3,2013,57
14437961,10000003,2013-03-12,a4db7043-92e2-44fa-abd6-ce71d46b7c4f,KAUTEX TEXTRON GmbH & Co. KG,3,2013,58
14437961,10000003,2013-03-12,a4db7043-92e2-44fa-abd6-ce71d46b7c4f,KAUTEX TEXTRON GmbH & Co. KG,3,2013,59
14437961,10000003,2013-03-12,a4db7043-92e2-44fa-abd6-ce71d46b7c4f,KAUTEX TEXTRON GmbH & Co. KG,3,2013,60
14437961,10000003,2013-03-12,a4db7043-92e2-44fa-abd6-ce71d46b7c4f,KAUTEX TEXTRON GmbH & Co. KG,3,2013,61
14437961,10000003,2013-03-12,a4db7043-92e2-44fa-abd6-ce71d46b7c4f,KAUTEX TEXTRON GmbH & Co. KG,3,2013,62
14437961,10000003,2013-03-12,a4db7043-92e2-44fa-abd6-ce71d46b7c4f,KAUTEX TEXTRON GmbH & Co. KG,3,2013,63
14437961,10000003,2013-03-12,a4db7043-92e2-44fa-abd6-ce71d46b7c4f,KAUTEX TEXTRON GmbH & Co. KG,3,2013,64
14437961,10000003,2013-03-12,a4db7043-92e2-44fa-abd6-ce71d46b7c4f,KAUTEX TEXTRON GmbH & Co. KG,3,2013,65
14437961,10000003,2013-03-12,a4db7043-92e2-44fa-abd6-ce71d46b7c4f,KAUTEX TEXTRON GmbH & Co. KG,3,2013,66
14437961,10000003,2013-03-12,a4db7043-92e2-44fa-abd6-ce71d46b7c4f,KAUTEX TEXTRON GmbH & Co. KG,3,2013,67
14973198,10000004,2015-12-17,99ba009f-7344-416d-a9af-9ded12a81973,ZUBEX INDUSTRIAL SA DE CV,3,2015,68
14973198,10000004,2015-12-17,99ba009f-7344-416d-a9af-9ded12a81973,ZUBEX INDUSTRIAL SA DE CV,3,2015,69
14973198,10000004,2015-12-17,99ba009f-7344-416d-a9af-9ded12a81973,ZUBEX INDUSTRIAL SA DE CV,3,2015,70
14973198,10000004,2015-12-17,99ba009f-7344-416d-a9af-9ded12a81973,ZUBEX INDUSTRIAL SA DE CV,3,2015,71
14973198,10000004,2015-12-17,99ba009f-7344-416d-a9af-9ded12a81973,ZUBEX INDUSTRIAL SA DE CV,3,2015,72
14973198,10000004,2015-12-17,99ba009f-7344-416d-a9af-9ded12a81973,ZUBEX INDUSTRIAL SA DE CV,3,2015,73
14973198,10000004,2015-12-17,99ba009f-7344-416d-a9af-9ded12a81973,ZUBEX INDUSTRIAL SA DE CV,3,2015,74
14973198,10000004,2015-12-17,99ba009f-7344-416d-a9af-9ded12a81973,ZUBEX INDUSTRIAL SA DE CV,3,2015,75
14973198,10000004,2015-12-17,99ba009f-7344-416d-a9af-9ded12a81973,ZUBEX INDUSTRIAL SA DE CV,3,2015,76
14973198,10000004,2015-12-17,99ba009f-7344-416d-a9af-9ded12a81973,ZUBEX INDUSTRIAL SA DE CV,3,2015,77
14973198,10000004,2015-12-17,99ba009f-7344-416d-a9af-9ded12a81973,ZUBEX INDUSTRIAL SA DE CV,3,2015,78
14973198,10000004,2015-12-17,99ba009f-7344-416d-a9af-9ded12a81973,ZUBEX INDUSTRIAL SA DE CV,3,2015,79
14973198,10000004,2015-12-17,99ba009f-7344-416d-a9af-9ded12a81973,ZUBEX INDUSTRIAL SA DE CV,3,2015,80
14973198,10000004,2015-12-17,99ba009f-7344-416d-a9af-9ded12a81973,ZUBEX INDUSTRIAL SA DE CV,3,2015,81
14973198,10000004,2015-12-17,99ba009f-7344-416d-a9af-9ded12a81973,ZUBEX INDUSTRIAL SA DE CV,3,2015,82
14973198,10000004,2015-12-17,99ba009f-7344-416d-a9af-9ded12a81973,ZUBEX INDUSTRIAL SA DE CV,3,2015,83
14973198,10000004,2015-12-17,99ba009f-7344-416d-a9af-9ded12a81973,ZUBEX INDUSTRIAL SA DE CV,3,2015,84
14973198,10000004,2015-12-17,99ba009f-7344-416d-a9af-9ded12a81973,ZUBEX INDUSTRIAL SA DE CV,3,2015,85
14973198,10000004,2015-12-17,99ba009f-7344-416d-a9af-9ded12a81973,ZUBEX INDUSTRIAL SA DE CV,3,2015,86
14973198,10000004,2015-12-17,99ba009f-7344-416d-a9af-9ded12a81973,ZUBEX INDUSTRIAL SA DE CV,3,2015,87
14973198,10000004,2015-12-17,99ba009f-7344-416d-a9af-9ded12a81973,ZUBEX INDUSTRIAL SA DE CV,3,2015,88
14973198,10000004,2015-12-17,99ba009f-7344-416d-a9af-9ded12a81973,ZUBEX INDUSTRIAL SA DE CV,3,2015,89
14973198,10000004,2015-12-17,99ba009f-7344-416d-a9af-9ded12a81973,ZUBEX INDUSTRIAL SA DE CV,3,2015,90
14973198,10000004,2015-12-17,99ba009f-7344-416d-a9af-9ded12a81973,ZUBEX INDUSTRIAL SA DE CV,3,2015,91
14973198,10000004,2015-12-17,99ba009f-7344-416d-a9af-9ded12a81973,ZUBEX INDUSTRIAL SA DE CV,3,2015,92
14123354,10000005,2012-08-03,6bc54039-14db-4518-80c0-a4ca1cc34a6d,TOYOTA SHATAI KABUSHIKI KAISHA,3,2012,93
14123354,10000005,2012-08-03,6bc54039-14db-4518-80c0-a4ca1cc34a6d,TOYOTA SHATAI KABUSHIKI KAISHA,3,2012,94
14123354,10000005,2012-08-03,6bc54039-14db-4518-80c0-a4ca1cc34a6d,TOYOTA SHATAI KABUSHIKI KAISHA,3,2012,95
14123354,10000005,2012-08-03,6bc54039-14db-4518-80c0-a4ca1cc34a6d,TOYOTA SHATAI KABUSHIKI KAISHA,3,2012,96
14123354,10000005,2012-08-03,6bc54039-14db-4518-80c0-a4ca1cc34a6d,TOYOTA SHATAI KABUSHIKI KAISHA,3,2012,97
14123354,10000005,2012-08-03,6bc54039-14db-4518-80c0-a4ca1cc34a6d,TOYOTA SHATAI KABUSHIKI KAISHA,3,2012,98
14123354,10000005,2012-08-03,6bc54039-14db-4518-80c0-a4ca1cc34a6d,TOYOTA SHATAI KABUSHIKI KAISHA,3,2012,99
14123354,10000005,2012-08-03,6bc54039-14db-4518-80c0-a4ca1cc34a6d,TOYOTA SHATAI KABUSHIKI KAISHA,3,2012,100
14734322,10000006,2015-06-09,2bd0f205-69d3-43eb-89c3-d1f46ed782f4,REYDEL AUTOMOTIVE B.V.,3,2015,101
14734322,10000006,2015-06-09,2bd0f205-69d3-43eb-89c3-d1f46ed782f4,REYDEL AUTOMOTIVE B.V.,3,2015,102
14734322,10000006,2015-06-09,2bd0f205-69d3-43eb-89c3-d1f46ed782f4,REYDEL AUTOMOTIVE B.V.,3,2015,103
14734322,10000006,2015-06-09,2bd0f205-69d3-43eb-89c3-d1f46ed782f4,REYDEL AUTOMOTIVE B.V.,3,2015,104
14734322,10000006,2015-06-09,2bd0f205-69d3-43eb-89c3-d1f46ed782f4,REYDEL AUTOMOTIVE B.V.,3,2015,105
14734322,10000006,2015-06-09,2bd0f205-69d3-43eb-89c3-d1f46ed782f4,REYDEL AUTOMOTIVE B.V.,3,2015,106
14734322,10000006,2015-06-09,2bd0f205-69d3-43eb-89c3-d1f46ed782f4,REYDEL AUTOMOTIVE B.V.,3,2015,107
14734322,10000006,2015-06-09,2bd0f205-69d3-43eb-89c3-d1f46ed782f4,REYDEL AUTOMOTIVE B.V.,3,2015,108
14734322,10000006,2015-06-09,2bd0f205-69d3-43eb-89c3-d1f46ed782f4,REYDEL AUTOMOTIVE B.V.,3,2015,109
14734322,10000006,2015-06-09,2bd0f205-69d3-43eb-89c3-d1f46ed782f4,REYDEL AUTOMOTIVE B.V.,3,2015,110
14734322,10000006,2015-06-09,2bd0f205-69d3-43eb-89c3-d1f46ed782f4,REYDEL AUTOMOTIVE B.V.,3,2015,111
15178786,10000007,2016-06-10,53c6dd2f-a548-43b1-a5cb-06e6978dbd1c,Milwaukee Electric Tool Corporation,2,2016,112
15178786,10000007,2016-06-10,53c6dd2f-a548-43b1-a5cb-06e6978dbd1c,Milwaukee Electric Tool Corporation,2,2016,113
15178786,10000007,2016-06-10,53c6dd2f-a548-43b1-a5cb-06e6978dbd1c,Milwaukee Electric Tool Corporation,2,2016,114
14556557,10000008,2014-12-01,488cc41f-1ca9-4824-92bb-9128e3be19c1,"Alex Toys, LLC",2,2014,115
14556557,10000008,2014-12-01,488cc41f-1ca9-4824-92bb-9128e3be19c1,"Alex Toys, LLC",2,2014,116
14556557,10000008,2014-12-01,488cc41f-1ca9-4824-92bb-9128e3be19c1,"Alex Toys, LLC",2,2014,117
14556557,10000008,2014-12-01,488cc41f-1ca9-4824-92bb-9128e3be19c1,"Alex Toys, LLC",2,2014,118
14556557,10000008,2014-12-01,488cc41f-1ca9-4824-92bb-9128e3be19c1,"Alex Toys, LLC",2,2014,119
14556557,10000008,2014-12-01,488cc41f-1ca9-4824-92bb-9128e3be19c1,"Alex Toys, LLC",2,2014,120
14556557,10000008,2014-12-01,488cc41f-1ca9-4824-92bb-9128e3be19c1,"Alex Toys, LLC",2,2014,121
14556557,10000008,2014-12-01,488cc41f-1ca9-4824-92bb-9128e3be19c1,"Alex Toys, LLC",2,2014,122
14556557,10000008,2014-12-01,488cc41f-1ca9-4824-92bb-9128e3be19c1,"Alex Toys, LLC",2,2014,123
14556557,10000008,2014-12-01,488cc41f-1ca9-4824-92bb-9128e3be19c1,"Alex Toys, LLC",2,2014,124
14556557,10000008,2014-12-01,488cc41f-1ca9-4824-92bb-9128e3be19c1,"Alex Toys, LLC",2,2014,125
15196217,10000010,2016-06-29,a1c32670-b276-44f4-99f5-d9c5163cf7b3,Xerox Corporation,2,2016,126
15196217,10000010,2016-06-29,a1c32670-b276-44f4-99f5-d9c5163cf7b3,Xerox Corporation,2,2016,127
15196217,10000010,2016-06-29,a1c32670-b276-44f4-99f5-d9c5163cf7b3,Xerox Corporation,2,2016,128
15196217,10000010,2016-06-29,a1c32670-b276-44f4-99f5-d9c5163cf7b3,Xerox Corporation,2,2016,129
15196217,10000010,2016-06-29,a1c32670-b276-44f4-99f5-d9c5163cf7b3,Xerox Corporation,2,2016,130
15196217,10000010,2016-06-29,a1c32670-b276-44f4-99f5-d9c5163cf7b3,Xerox Corporation,2,2016,131
15196217,10000010,2016-06-29,a1c32670-b276-44f4-99f5-d9c5163cf7b3,Xerox Corporation,2,2016,132
15196217,10000010,2016-06-29,a1c32670-b276-44f4-99f5-d9c5163cf7b3,Xerox Corporation,2,2016,133
15196217,10000010,2016-06-29,a1c32670-b276-44f4-99f5-d9c5163cf7b3,Xerox Corporation,2,2016,134
15196217,10000010,2016-06-29,a1c32670-b276-44f4-99f5-d9c5163cf7b3,Xerox Corporation,2,2016,135
15196217,10000010,2016-06-29,a1c32670-b276-44f4-99f5-d9c5163cf7b3,Xerox Corporation,2,2016,136
15196217,10000010,2016-06-29,a1c32670-b276-44f4-99f5-d9c5163cf7b3,Xerox Corporation,2,2016,137
15196217,10000010,2016-06-29,a1c32670-b276-44f4-99f5-d9c5163cf7b3,Xerox Corporation,2,2016,138
15722445,10000011,2017-10-02,c7c934ff-da4c-468e-b6b6-0f8135e3530f,"Markforged, Inc.",2,2017,139
15722445,10000011,2017-10-02,c7c934ff-da4c-468e-b6b6-0f8135e3530f,"Markforged, Inc.",2,2017,140
15722445,10000011,2017-10-02,c7c934ff-da4c-468e-b6b6-0f8135e3530f,"Markforged, Inc.",2,2017,141
15722445,10000011,2017-10-02,c7c934ff-da4c-468e-b6b6-0f8135e3530f,"Markforged, Inc.",2,2017,142
15722445,10000011,2017-10-02,c7c934ff-da4c-468e-b6b6-0f8135e3530f,"Markforged, Inc.",2,2017,143
15722445,10000011,2017-10-02,c7c934ff-da4c-468e-b6b6-0f8135e3530f,"Markforged, Inc.",2,2017,144
15722445,10000011,2017-10-02,c7c934ff-da4c-468e-b6b6-0f8135e3530f,"Markforged, Inc.",2,2017,145
15722445,10000011,2017-10-02,c7c934ff-da4c-468e-b6b6-0f8135e3530f,"Markforged, Inc.",2,2017,146
15722445,10000011,2017-10-02,c7c934ff-da4c-468e-b6b6-0f8135e3530f,"Markforged, Inc.",2,2017,147
15722445,10000011,2017-10-02,c7c934ff-da4c-468e-b6b6-0f8135e3530f,"Markforged, Inc.",2,2017,148
15722445,10000011,2017-10-02,c7c934ff-da4c-468e-b6b6-0f8135e3530f,"Markforged, Inc.",2,2017,149
15722445,10000011,2017-10-02,c7c934ff-da4c-468e-b6b6-0f8135e3530f,"Markforged, Inc.",2,2017,150
15722445,10000011,2017-10-02,c7c934ff-da4c-468e-b6b6-0f8135e3530f,"Markforged, Inc.",2,2017,151
15722445,10000011,2017-10-02,c7c934ff-da4c-468e-b6b6-0f8135e3530f,"Markforged, Inc.",2,2017,152
15722445,10000011,2017-10-02,c7c934ff-da4c-468e-b6b6-0f8135e3530f,"Markforged, Inc.",2,2017,153
15722445,10000011,2017-10-02,c7c934ff-da4c-468e-b6b6-0f8135e3530f,"Markforged, Inc.",2,2017,154
15722445,10000011,2017-10-02,c7c934ff-da4c-468e-b6b6-0f8135e3530f,"Markforged, Inc.",2,2017,155
15722445,10000011,2017-10-02,c7c934ff-da4c-468e-b6b6-0f8135e3530f,"Markforged, Inc.",2,2017,156
14906938,10000014,2014-07-17,f27b6307-6b72-4161-8e5c-3e449a3d0c6f,BASF SE,3,2014,157
14906938,10000014,2014-07-17,f27b6307-6b72-4161-8e5c-3e449a3d0c6f,BASF SE,3,2014,158
14906938,10000014,2014-07-17,f27b6307-6b72-4161-8e5c-3e449a3d0c6f,BASF SE,3,2014,159
14906938,10000014,2014-07-17,f27b6307-6b72-4161-8e5c-3e449a3d0c6f,BASF SE,3,2014,160
14906938,10000014,2014-07-17,f27b6307-6b72-4161-8e5c-3e449a3d0c6f,BASF SE,3,2014,161
14906938,10000014,2014-07-17,f27b6307-6b72-4161-8e5c-3e449a3d0c6f,BASF SE,3,2014,162
14906938,10000014,2014-07-17,f27b6307-6b72-4161-8e5c-3e449a3d0c6f,BASF SE,3,2014,163
14906938,10000014,2014-07-17,f27b6307-6b72-4161-8e5c-3e449a3d0c6f,BASF SE,3,2014,164
14906938,10000014,2014-07-17,f27b6307-6b72-4161-8e5c-3e449a3d0c6f,BASF SE,3,2014,165
14906938,10000014,2014-07-17,f27b6307-6b72-4161-8e5c-3e449a3d0c6f,BASF SE,3,2014,166
14906938,10000014,2014-07-17,f27b6307-6b72-4161-8e5c-3e449a3d0c6f,BASF SE,3,2014,167
14906938,10000014,2014-07-17,f27b6307-6b72-4161-8e5c-3e449a3d0c6f,BASF SE,3,2014,168
14906938,10000014,2014-07-17,f27b6307-6b72-4161-8e5c-3e449a3d0c6f,BASF SE,3,2014,169
14906938,10000014,2014-07-17,f27b6307-6b72-4161-8e5c-3e449a3d0c6f,BASF SE,3,2014,170
14906938,10000014,2014-07-17,f27b6307-6b72-4161-8e5c-3e449a3d0c6f,BASF SE,3,2014,171
14906938,10000014,2014-07-17,f27b6307-6b72-4161-8e5c-3e449a3d0c6f,BASF SE,3,2014,172
14906938,10000014,2014-07-17,f27b6307-6b72-4161-8e5c-3e449a3d0c6f,BASF SE,3,2014,173
14906938,10000014,2014-07-17,f27b6307-6b72-4161-8e5c-3e449a3d0c6f,BASF SE,3,2014,174
14906938,10000014,2014-07-17,f27b6307-6b72-4161-8e5c-3e449a3d0c6f,BASF SE,3,2014,175
14906938,10000014,2014-07-17,f27b6307-6b72-4161-8e5c-3e449a3d0c6f,BASF SE,3,2014,176
14906938,10000014,2014-07-17,f27b6307-6b72-4161-8e5c-3e449a3d0c6f,BASF SE,3,2014,177
14906938,10000014,2014-07-17,f27b6307-6b72-4161-8e5c-3e449a3d0c6f,BASF SE,3,2014,178
14906938,10000014,2014-07-17,f27b6307-6b72-4161-8e5c-3e449a3d0c6f,BASF SE,3,2014,179
14906938,10000014,2014-07-17,f27b6307-6b72-4161-8e5c-3e449a3d0c6f,BASF SE,3,2014,180
14906938,10000014,2014-07-17,f27b6307-6b72-4161-8e5c-3e449a3d0c6f,BASF SE,3,2014,181
14906938,10000014,2014-07-17,f27b6307-6b72-4161-8e5c-3e449a3d0c6f,BASF SE,3,2014,182
15159489,10000015,2016-05-19,a1e80fd9-07c2-4e5c-91e4-ca42507f7ad9,"SAMSUNG ELECTRONICS CO., LTD.",3,2016,183
15159489,10000015,2016-05-19,a1e80fd9-07c2-4e5c-91e4-ca42507f7ad9,"SAMSUNG ELECTRONICS CO., LTD.",3,2016,184
15159489,10000015,2016-05-19,a1e80fd9-07c2-4e5c-91e4-ca42507f7ad9,"SAMSUNG ELECTRONICS CO., LTD.",3,2016,185
15159489,10000015,2016-05-19,a1e80fd9-07c2-4e5c-91e4-ca42507f7ad9,"SAMSUNG ELECTRONICS CO., LTD.",3,2016,186
15159489,10000015,2016-05-19,a1e80fd9-07c2-4e5c-91e4-ca42507f7ad9,"SAMSUNG ELECTRONICS CO., LTD.",3,2016,187
15159489,10000015,2016-05-19,a1e80fd9-07c2-4e5c-91e4-ca42507f7ad9,"SAMSUNG ELECTRONICS CO., LTD.",3,2016,188
15159489,10000015,2016-05-19,a1e80fd9-07c2-4e5c-91e4-ca42507f7ad9,"SAMSUNG ELECTRONICS CO., LTD.",3,2016,189
15294450,10000016,2016-10-14,c564ede4-8ddf-401c-964d-bafb13a7c083,"EXTREME PACKAGING MACHINERY, INC.",2,2016,190
15294450,10000016,2016-10-14,c564ede4-8ddf-401c-964d-bafb13a7c083,"EXTREME PACKAGING MACHINERY, INC.",2,2016,191
15294450,10000016,2016-10-14,c564ede4-8ddf-401c-964d-bafb13a7c083,"EXTREME PACKAGING MACHINERY, INC.",2,2016,192
15294450,10000016,2016-10-14,c564ede4-8ddf-401c-964d-bafb13a7c083,"EXTREME PACKAGING MACHINERY, INC.",2,2016,193
15294450,10000016,2016-10-14,c564ede4-8ddf-401c-964d-bafb13a7c083,"EXTREME PACKAGING MACHINERY, INC.",2,2016,194
15294450,10000016,2016-10-14,c564ede4-8ddf-401c-964d-bafb13a7c083,"EXTREME PACKAGING MACHINERY, INC.",2,2016,195
15294450,10000016,2016-10-14,c564ede4-8ddf-401c-964d-bafb13a7c083,"EXTREME PACKAGING MACHINERY, INC.",2,2016,196
15294450,10000016,2016-10-14,c564ede4-8ddf-401c-964d-bafb13a7c083,"EXTREME PACKAGING MACHINERY, INC.",2,2016,197
15294450,10000016,2016-10-14,c564ede4-8ddf-401c-964d-bafb13a7c083,"EXTREME PACKAGING MACHINERY, INC.",2,2016,198
15294450,10000016,2016-10-14,c564ede4-8ddf-401c-964d-bafb13a7c083,"EXTREME PACKAGING MACHINERY, INC.",2,2016,199
15294450,10000016,2016-10-14,c564ede4-8ddf-401c-964d-bafb13a7c083,"EXTREME PACKAGING MACHINERY, INC.",2,2016,200
15294450,10000016,2016-10-14,c564ede4-8ddf-401c-964d-bafb13a7c083,"EXTREME PACKAGING MACHINERY, INC.",2,2016,201
15294450,10000016,2016-10-14,c564ede4-8ddf-401c-964d-bafb13a7c083,"EXTREME PACKAGING MACHINERY, INC.",2,2016,202
15294450,10000016,2016-10-14,c564ede4-8ddf-401c-964d-bafb13a7c083,"EXTREME PACKAGING MACHINERY, INC.",2,2016,203
15294450,10000016,2016-10-14,c564ede4-8ddf-401c-964d-bafb13a7c083,"EXTREME PACKAGING MACHINERY, INC.",2,2016,204
15294450,10000016,2016-10-14,c564ede4-8ddf-401c-964d-bafb13a7c083,"EXTREME PACKAGING MACHINERY, INC.",2,2016,205
15294450,10000016,2016-10-14,c564ede4-8ddf-401c-964d-bafb13a7c083,"EXTREME PACKAGING MACHINERY, INC.",2,2016,206
15294450,10000016,2016-10-14,c564ede4-8ddf-401c-964d-bafb13a7c083,"EXTREME PACKAGING MACHINERY, INC.",2,2016,207
15294450,10000016,2016-10-14,c564ede4-8ddf-401c-964d-bafb13a7c083,"EXTREME PACKAGING MACHINERY, INC.",2,2016,208
15294450,10000016,2016-10-14,c564ede4-8ddf-401c-964d-bafb13a7c083,"EXTREME PACKAGING MACHINERY, INC.",2,2016,209
15294450,10000016,2016-10-14,c564ede4-8ddf-401c-964d-bafb13a7c083,"EXTREME PACKAGING MACHINERY, INC.",2,2016,210
15294450,10000016,2016-10-14,c564ede4-8ddf-401c-964d-bafb13a7c083,"EXTREME PACKAGING MACHINERY, INC.",2,2016,211
15294450,10000016,2016-10-14,c564ede4-8ddf-401c-964d-bafb13a7c083,"EXTREME PACKAGING MACHINERY, INC.",2,2016,212
15294450,10000016,2016-10-14,c564ede4-8ddf-401c-964d-bafb13a7c083,"EXTREME PACKAGING MACHINERY, INC.",2,2016,213
15294450,10000016,2016-10-14,c564ede4-8ddf-401c-964d-bafb13a7c083,"EXTREME PACKAGING MACHINERY, INC.",2,2016,214
